/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
elt_dbt                  | [0m12:20:08  8 of 30 START test source_not_null_raw_data_rh_info_salaire_brut ............... [RUN]
elt_dbt                  | [0m12:20:08  8 of 30 PASS source_not_null_raw_data_rh_info_salaire_brut ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  9 of 30 START test source_not_null_raw_data_rh_info_type_contrat ............... [RUN]
elt_dbt                  | [0m12:20:08  9 of 30 PASS source_not_null_raw_data_rh_info_type_contrat ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  10 of 30 START test source_not_null_raw_data_sport_activities_history_date_end . [RUN]
elt_dbt                  | [0m12:20:08  10 of 30 PASS source_not_null_raw_data_sport_activities_history_date_end ....... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  11 of 30 START test source_not_null_raw_data_sport_activities_history_date_start  [RUN]
elt_dbt                  | [0m12:20:08  11 of 30 PASS source_not_null_raw_data_sport_activities_history_date_start ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  12 of 30 START test source_not_null_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:20:08  12 of 30 PASS source_not_null_raw_data_sport_activities_history_id_activity .... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  13 of 30 START test source_not_null_raw_data_sport_activities_history_id_salarie  [RUN]
elt_dbt                  | [0m12:20:09  13 of 30 PASS source_not_null_raw_data_sport_activities_history_id_salarie ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  14 of 30 START test source_not_null_raw_data_sport_activities_history_type_activity  [RUN]
elt_dbt                  | [0m12:20:09  14 of 30 PASS source_not_null_raw_data_sport_activities_history_type_activity .. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  15 of 30 START test source_not_null_raw_data_sport_enterprise_id_duo ........... [RUN]
elt_dbt                  | [0m12:20:09  15 of 30 PASS source_not_null_raw_data_sport_enterprise_id_duo ................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  16 of 30 START test source_not_null_raw_data_sport_enterprise_id_salarie ....... [RUN]
elt_dbt                  | [0m12:20:09  16 of 30 PASS source_not_null_raw_data_sport_enterprise_id_salarie ............. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:20:09  17 of 30 START test source_not_null_raw_data_sport_enterprise_type_activity .... [RUN]
elt_dbt                  | [0m12:20:09  17 of 30 PASS source_not_null_raw_data_sport_enterprise_type_activity .......... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  18 of 30 START test source_unique_raw_data_rh_info_id_salarie .................. [RUN]
elt_dbt                  | [0m12:20:09  18 of 30 PASS source_unique_raw_data_rh_info_id_salarie ........................ [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:20:09  19 of 30 START test source_unique_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:20:09  19 of 30 PASS source_unique_raw_data_sport_activities_history_id_activity ...... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  20 of 30 START test source_unique_raw_data_sport_enterprise_id_duo ............. [RUN]
elt_dbt                  | [0m12:20:09  20 of 30 PASS source_unique_raw_data_sport_enterprise_id_duo ................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  21 of 30 START sql table model public_silver.silver_rh_info .................... [RUN]
elt_dbt                  | [0m12:20:09  21 of 30 OK created sql table model public_silver.silver_rh_info ............... [[32mSELECT 161[0m in 0.06s]
elt_dbt                  | [0m12:20:09  22 of 30 START sql incremental model public_silver.silver_sport_activities_history  [RUN]
elt_dbt                  | [0m12:20:09  22 of 30 OK created sql incremental model public_silver.silver_sport_activities_history  [[32mINSERT 0 1[0m in 0.06s]
elt_dbt                  | [0m12:20:09  23 of 30 START sql table model public_silver.silver_sport_enterprise ........... [RUN]
elt_dbt                  | [0m12:20:09  23 of 30 OK created sql table model public_silver.silver_sport_enterprise ...... [[32mSELECT 95[0m in 0.02s]
elt_dbt                  | [0m12:20:09  24 of 30 START sql table model public_gold.gold_incorrect_moyen_deplacement .... [RUN]
elt_dbt                  | [0m12:20:09  24 of 30 OK created sql table model public_gold.gold_incorrect_moyen_deplacement  [[32mSELECT 29[0m in 0.03s]
elt_dbt                  | [0m12:20:09  25 of 30 START sql table model public_gold.gold_potential_moyen_deplac_bonus ... [RUN]
elt_dbt                  | [0m12:20:09  25 of 30 OK created sql table model public_gold.gold_potential_moyen_deplac_bonus  [[32mSELECT 41[0m in 0.03s]
elt_dbt                  | [0m12:20:09  26 of 30 START sql table model public_gold.gold_rh_info ........................ [RUN]
elt_dbt                  | [0m12:20:09  26 of 30 OK created sql table model public_gold.gold_rh_info ................... [[32mSELECT 39[0m in 0.03s]
elt_dbt                  | [0m12:20:09  27 of 30 START sql incremental model public_gold.gold_slack_message_activities . [RUN]
elt_dbt                  | [0m12:20:09  27 of 30 OK created sql incremental model public_gold.gold_slack_message_activities  [[32mINSERT 0 4[0m in 0.03s]
elt_dbt                  | [0m12:20:09  28 of 30 START sql incremental model public_gold.gold_sport_activities_history . [RUN]
elt_dbt                  | [0m12:20:09  28 of 30 OK created sql incremental model public_gold.gold_sport_activities_history  [[32mINSERT 0 1[0m in 0.03s]
elt_dbt                  | [0m12:20:09  29 of 30 START test not_null_gold_rh_info_id_salarie ........................... [RUN]
elt_dbt                  | [0m12:20:09  29 of 30 PASS not_null_gold_rh_info_id_salarie ................................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:20:09  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.76 seconds (0.76s).
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  [32mCompleted successfully[0m
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
slack_sender             | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
slack_sender             | (81676, datetime.date(2026, 2, 15), 'Tennis', None, datetime.datetime(2026, 2, 16, 12, 20, 9, 359313, tzinfo=datetime.timezone.utc))
slack_sender             | (56263, datetime.date(2026, 2, 15), 'Boxe', None, datetime.datetime(2026, 2, 16, 12, 20, 9, 359313, tzinfo=datetime.timezone.utc))
slack_sender             | (76903, datetime.date(2026, 2, 15), 'Basketball', None, datetime.datetime(2026, 2, 16, 12, 20, 9, 359313, tzinfo=datetime.timezone.utc))
slack_sender             | (17997, datetime.date(2026, 2, 15), 'Tennis de table', None, datetime.datetime(2026, 2, 16, 12, 20, 9, 359313, tzinfo=datetime.timezone.utc))
slack_sender             | Connexion fermée.
slack_sender             | row 0 : 81676
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:20:09.359313+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 56263
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Boxe
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:20:09.359313+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 76903
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Basketball
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:20:09.359313+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 17997
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis de table
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:20:09.359313+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:20:11 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-26 20:02:57 to 2026-01-26 22:02:57 with distance 3226m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-02-09 17:37:06 to 2026-02-09 18:37:06 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-01-13 10:21:48 to 2026-01-13 11:21:48 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-02-09 06:55:51 to 2026-02-09 09:55:51 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-02-06 15:22:47 to 2026-02-06 17:22:47 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-01-12 17:54:11 to 2026-01-12 20:54:11 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-01-07 14:15:41 to 2026-01-07 16:15:41 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-06 12:41:07 to 2026-01-06 15:41:07 with distance 15433m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 46903: Escalade from 2026-01-05 02:31:01 to 2026-01-05 04:31:01 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-13 17:38:22 to 2026-01-13 19:38:22 with distance 12905m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-02-12 03:28:08 to 2026-02-12 05:28:08 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 35731: Rugby from 2026-01-28 07:37:56 to 2026-01-28 09:37:56 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-31 23:24:14 to 2026-02-01 00:24:14 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-02-11 13:53:12 to 2026-02-11 16:53:12 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 17036: Escalade from 2026-01-21 00:30:37 to 2026-01-21 02:30:37 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-01-05 14:04:15 to 2026-01-05 15:04:15 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 27069: Runing from 2026-02-10 01:54:19 to 2026-02-10 04:54:19 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-05 04:08:55 to 2026-01-05 06:08:55 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-01-19 18:27:21 to 2026-01-19 20:27:21 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-01-30 03:25:48 to 2026-01-30 05:25:48 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-02-03 07:51:06 to 2026-02-03 09:51:06 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-18 17:25:46 to 2026-01-18 18:25:46 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-18 12:44:49 to 2026-01-18 14:44:49 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-01-01 17:59:55 to 2026-01-01 20:59:55 with distance 11612m and comments 'Score: 8/10'
